daily_id,timestamp,price,open,high,low,close,volume,avg_vol_3_months,bid,ask,prev_close,52_week_high,52_week_low,symbol_id
18,2021-07-14 9:38,304.291,303.911,304.881,303.701,304.431,5814840,6401669,303.881,302.701,296.66,309.14,169.08,1
19,2021-07-14 9:39,303.291,302.911,303.881,302.701,303.431,9352201,6401669,304.881,303.701,296.66,309.14,169.08,1
20,2021-07-14 9:39,304.291,303.911,304.881,303.701,304.431,4894157,6401669,306.081,304.901,296.66,309.14,169.08,1
21,2021-07-14 9:40,302.515,303.35,303.39,301.64,301.64,5911754,6401669,303.39,301.64,296.66,309.14,169.08,1
22,2021-07-14 9:40,302.515,303.35,303.39,301.64,301.64,6783980,6401669,304.39,302.64,296.66,309.14,169.08,1
23,2021-07-14 9:41,303.515,304.35,304.39,302.64,302.64,3876560,6401669,303.39,301.64,296.66,309.14,169.08,1
24,2021-07-14 9:41,302.515,303.35,303.39,301.64,301.64,4942614,6401669,303.39,301.64,296.66,309.14,169.08,1
25,2021-07-14 9:42,302.515,303.35,303.39,301.64,301.64,4894157,6401669,303.39,301.64,296.66,309.14,169.08,1
26,2021-07-14 9:42,302.515,303.35,303.39,301.64,301.64,3876560,6401669,304.39,302.64,296.66,309.14,169.08,1
27,2021-07-14 9:43,303.515,304.35,304.39,302.64,302.64,2907420,6401669,303.39,301.64,296.66,309.14,169.08,1
28,2021-07-14 9:43,302.515,303.35,303.39,301.64,301.64,969140,6401669,304.39,302.64,296.66,309.14,169.08,1
29,2021-07-14 9:44,303.515,304.35,304.39,302.64,302.64,4845700,6401669,304.39,302.64,296.66,309.14,169.08,1
30,2021-07-14 9:44,303.515,304.35,304.39,302.64,302.64,4894157,6401669,304.62,302.87,296.66,309.14,169.08,1
31,2021-07-14 9:45,302.675,303.01,303.98,301.37,303.06,9400658,6401669,303.98,301.37,296.66,309.14,169.08,1
32,2021-07-14 9:45,302.675,303.01,303.98,301.37,303.06,5281813,6401669,304.98,302.37,296.66,309.14,169.08,1
33,2021-07-14 9:46,303.675,304.01,304.98,302.37,304.06,5814840,6401669,303.98,301.37,296.66,309.14,169.08,1
34,2021-07-14 9:46,302.675,303.01,303.98,301.37,303.06,4361130,6401669,303.98,301.37,296.66,309.14,169.08,1
35,2021-07-14 9:47,302.675,303.01,303.98,301.37,303.06,9352201,6401669,303.98,301.37,296.66,309.14,169.08,1
36,2021-07-14 9:47,302.675,303.01,303.98,301.37,303.06,4894157,6401669,304.98,302.37,296.66,309.14,169.08,1
37,2021-07-14 9:48,303.675,304.01,304.98,302.37,304.06,4748786,6401669,303.98,301.37,296.66,309.14,169.08,1
38,2021-07-14 9:48,302.675,303.01,303.98,301.37,303.06,4845700,6401669,304.98,302.37,296.66,309.14,169.08,1
39,2021-07-14 9:49,303.675,304.01,304.98,302.37,304.06,9352201,6401669,304.98,302.37,296.66,309.14,169.08,1
40,2021-07-14 9:49,303.675,304.01,304.98,302.37,304.06,9691400,6401669,305.43,302.82,296.66,309.14,169.08,1
41,2021-07-14 9:50,302.405,303.1,303.1,301.71,302.24,2665135,6401669,303.6,302.21,296.66,309.14,169.08,1
42,2021-07-14 9:50,302.905,303.6,303.6,302.21,302.74,5960211,6401669,304.8,303.41,296.66,309.14,169.08,1
43,2021-07-14 9:51,304.105,304.8,304.8,303.41,303.94,4942614,6401669,303.8,302.41,296.66,309.14,169.08,1
44,2021-07-14 9:51,303.105,303.8,303.8,302.41,302.94,2907420,6401669,303.8,302.41,296.66,309.14,169.08,1
45,2021-07-14 9:52,303.105,303.8,303.8,302.41,302.94,3876560,6401669,303.8,302.41,296.66,309.14,169.08,1
46,2021-07-14 9:52,303.105,303.8,303.8,302.41,302.94,4361130,6401669,304.8,303.41,296.66,309.14,169.08,1
47,2021-07-14 9:53,304.105,304.8,304.8,303.41,303.94,1453710,6401669,303.8,302.41,296.66,309.14,169.08,1
48,2021-07-14 9:53,303.105,303.8,303.8,302.41,302.94,2665135,6401669,304.8,303.41,296.66,309.14,169.08,1
49,2021-07-14 9:54,304.105,304.8,304.8,303.41,303.94,4942614,6401669,304.8,303.41,296.66,309.14,169.08,1
50,2021-07-14 9:54,304.105,304.8,304.8,303.41,303.94,2907420,6401669,305.34,303.95,296.66,309.14,169.08,1
51,2021-07-14 9:55,302.52,302.16,302.93,302.11,302.82,1114511,6401669,303.43,302.61,296.66,309.14,169.08,1
52,2021-07-14 9:55,303.02,302.66,303.43,302.61,303.32,5814840,6401669,304.63,303.81,296.66,309.14,169.08,1
53,2021-07-14 9:56,304.22,303.86,304.63,303.81,304.52,9352201,6401669,303.63,302.81,296.66,309.14,169.08,1
54,2021-07-14 9:56,303.22,302.86,303.63,302.81,303.52,4894157,6401669,303.63,302.81,296.66,309.14,169.08,1
55,2021-07-14 9:57,303.22,302.86,303.63,302.81,303.52,5911754,6401669,303.63,302.81,296.66,309.14,169.08,1
56,2021-07-14 9:57,303.22,302.86,303.63,302.81,303.52,6783980,6401669,304.63,303.81,296.66,309.14,169.08,1
57,2021-07-14 9:58,304.22,303.86,304.63,303.81,304.52,3876560,6401669,303.63,302.81,296.66,309.14,169.08,1
58,2021-07-14 9:58,303.22,302.86,303.63,302.81,303.52,4942614,6401669,304.63,303.81,296.66,309.14,169.08,1
59,2021-07-14 9:59,304.22,303.86,304.63,303.81,304.52,4894157,6401669,304.63,303.81,296.66,309.14,169.08,1
60,2021-07-14 9:59,304.22,303.86,304.63,303.81,304.52,3876560,6401669,305.28,304.46,296.66,309.14,169.08,1
61,2021-07-14 10:00,302.9,303.1,304.09,301.71,302.32,2907420,6401669,304.81,302.43,296.66,309.14,169.08,1
62,2021-07-14 10:00,303.62,303.82,304.81,302.43,303.04,969140,6401669,306.11,303.73,296.66,309.14,169.08,1
63,2021-07-14 10:01,304.92,305.12,306.11,303.73,304.34,4845700,6401669,305.11,302.73,296.66,309.14,169.08,1
64,2021-07-14 10:01,303.92,304.12,305.11,302.73,303.34,4894157,6401669,305.11,302.73,296.66,309.14,169.08,1
65,2021-07-14 10:02,303.92,304.12,305.11,302.73,303.34,9400658,6401669,305.11,302.73,296.66,309.14,169.08,1
66,2021-07-14 10:02,303.92,304.12,305.11,302.73,303.34,5281813,6401669,306.11,303.73,296.66,309.14,169.08,1
67,2021-07-14 10:03,304.92,305.12,306.11,303.73,304.34,5814840,6401669,305.11,302.73,296.66,309.14,169.08,1
68,2021-07-14 10:03,303.92,304.12,305.11,302.73,303.34,4361130,6401669,306.11,303.73,296.66,309.14,169.08,1
69,2021-07-14 10:04,304.92,305.12,306.11,303.73,304.34,9352201,6401669,306.11,303.73,296.66,309.14,169.08,1
70,2021-07-14 10:04,304.92,305.12,306.11,303.73,304.34,4894157,6401669,306.34,303.96,296.66,309.14,169.08,1
71,2021-07-14 10:05,303.365,302.4,304.33,302.4,304.2,4748786,6401669,306.15,304.22,296.66,309.14,169.08,1
72,2021-07-14 10:05,305.185,304.22,306.15,304.22,306.02,4845700,6401669,307.15,305.22,296.66,309.14,169.08,1
73,2021-07-14 10:06,306.185,305.22,307.15,305.22,307.02,9352201,6401669,306.15,304.22,296.66,309.14,169.08,1
74,2021-07-14 10:06,305.185,304.22,306.15,304.22,306.02,9691400,6401669,306.15,304.22,296.66,309.14,169.08,1
75,2021-07-14 10:07,305.185,304.22,306.15,304.22,306.02,2665135,6401669,306.15,304.22,296.66,309.14,169.08,1
76,2021-07-14 10:07,305.185,304.22,306.15,304.22,306.02,5960211,6401669,307.15,305.22,296.66,309.14,169.08,1
77,2021-07-14 10:08,306.185,305.22,307.15,305.22,307.02,4942614,6401669,306.15,304.22,296.66,309.14,169.08,1
78,2021-07-14 10:08,305.185,304.22,306.15,304.22,306.02,2907420,6401669,307.15,305.22,296.66,309.14,169.08,1
79,2021-07-14 10:09,306.185,305.22,307.15,305.22,307.02,3876560,6401669,307.15,305.22,296.66,309.14,169.08,1
80,2021-07-14 10:09,306.185,305.22,307.15,305.22,307.02,4361130,6401669,307.48,305.55,296.66,309.14,169.08,1
81,2021-07-14 10:10,303.97245,304.2,304.3599,303.585,304.2,1453710,6401669,305.5999,304.825,296.66,309.14,169.08,1
82,2021-07-14 10:10,305.21245,305.44,305.5999,304.825,305.44,2665135,6401669,305.5999,304.825,296.66,309.14,169.08,1
83,2021-07-14 10:11,305.21245,305.44,305.5999,304.825,305.44,4942614,6401669,307.0999,306.325,296.66,309.14,169.08,1
84,2021-07-14 10:11,306.71245,306.94,307.0999,306.325,306.94,2907420,6401669,306.0999,305.325,296.66,309.14,169.08,1
85,2021-07-14 10:12,305.71245,305.94,306.0999,305.325,305.94,1114511,6401669,307.0999,306.325,296.66,309.14,169.08,1
86,2021-07-14 10:12,306.71245,306.94,307.0999,306.325,306.94,5814840,6401669,307.0999,306.325,296.66,309.14,169.08,1
87,2021-07-14 10:12,306.71245,306.94,307.0999,306.325,306.94,9352201,6401669,308.0999,307.325,296.66,309.14,169.08,1
88,2021-07-14 10:13,307.71245,307.94,308.0999,307.325,307.94,4894157,6401669,309.0999,308.325,296.66,309.14,169.08,1
89,2021-07-14 10:13,308.71245,308.94,309.0999,308.325,308.94,5911754,6401669,309.0999,308.325,296.66,309.14,169.08,1
90,2021-07-14 10:14,308.71245,308.94,309.0999,308.325,308.94,6783980,6401669,309.7599,308.985,296.66,309.14,169.08,1
91,2021-07-14 10:15,304.225,304.21,304.64,303.81,304.49,3876560,6401669,304.64,303.81,296.66,309.14,169.08,1
92,2021-07-14 10:15,304.225,304.21,304.64,303.81,304.49,4942614,6401669,304.64,303.81,296.66,309.14,169.08,1
93,2021-07-14 10:16,304.225,304.21,304.64,303.81,304.49,4894157,6401669,304.64,303.81,296.66,309.14,169.08,1
94,2021-07-14 10:16,304.225,304.21,304.64,303.81,304.49,3876560,6401669,303.64,302.81,296.66,309.14,169.08,1
95,2021-07-14 10:17,303.225,303.21,303.64,302.81,303.49,2907420,6401669,304.64,303.81,296.66,309.14,169.08,1
96,2021-07-14 10:17,304.225,304.21,304.64,303.81,304.49,969140,6401669,304.64,303.81,296.66,309.14,169.08,1
97,2021-07-14 10:18,304.225,304.21,304.64,303.81,304.49,4845700,6401669,305.64,304.81,296.66,309.14,169.08,1
98,2021-07-14 10:18,305.225,305.21,305.64,304.81,305.49,4894157,6401669,306.64,305.81,296.66,309.14,169.08,1
99,2021-07-14 10:19,306.225,306.21,306.64,305.81,306.49,9400658,6401669,306.64,305.81,296.66,309.14,169.08,1
100,2021-07-14 10:19,306.225,306.21,306.64,305.81,306.49,5281813,6401669,306.86,306.03,296.66,309.14,169.08,1
101,2021-07-14 10:20,304.17,304.45,304.48,303.86,304.24,5814840,6401669,303.48,302.86,296.66,309.14,169.08,1
102,2021-07-14 10:20,303.17,303.45,303.48,302.86,303.24,4361130,6401669,303.48,302.86,296.66,309.14,169.08,1
103,2021-07-14 10:21,303.17,303.45,303.48,302.86,303.24,9352201,6401669,304.48,303.86,296.66,309.14,169.08,1
104,2021-07-14 10:21,304.17,304.45,304.48,303.86,304.24,4894157,6401669,303.48,302.86,296.66,309.14,169.08,1
105,2021-07-14 10:22,303.17,303.45,303.48,302.86,303.24,4748786,6401669,303.48,302.86,296.66,309.14,169.08,1
106,2021-07-14 10:22,303.17,303.45,303.48,302.86,303.24,4845700,6401669,303.48,302.86,296.66,309.14,169.08,1
107,2021-07-14 10:23,303.17,303.45,303.48,302.86,303.24,9352201,6401669,304.48,303.86,296.66,309.14,169.08,1
108,2021-07-14 10:23,304.17,304.45,304.48,303.86,304.24,9691400,6401669,303.48,302.86,296.66,309.14,169.08,1
109,2021-07-14 10:24,303.17,303.45,303.48,302.86,303.24,2665135,6401669,304.48,303.86,296.66,309.14,169.08,1
110,2021-07-14 10:24,304.17,304.45,304.48,303.86,304.24,5960211,6401669,304.59,303.97,296.66,309.14,169.08,1
111,2021-07-14 10:25,303.895,304.13,304.13,303.66,303.755,4942614,6401669,305.01,304.54,296.66,309.14,169.08,1
112,2021-07-14 10:25,304.775,305.01,305.01,304.54,304.635,2907420,6401669,305.01,304.54,296.66,309.14,169.08,1
113,2021-07-14 10:26,304.775,305.01,305.01,304.54,304.635,3876560,6401669,306.01,305.54,296.66,309.14,169.08,1
114,2021-07-14 10:26,305.775,306.01,306.01,305.54,305.635,4361130,6401669,305.01,304.54,296.66,309.14,169.08,1
115,2021-07-14 10:27,304.775,305.01,305.01,304.54,304.635,1453710,6401669,305.01,304.54,296.66,309.14,169.08,1
116,2021-07-14 10:27,304.775,305.01,305.01,304.54,304.635,2665135,6401669,305.01,304.54,296.66,309.14,169.08,1
117,2021-07-14 10:28,304.775,305.01,305.01,304.54,304.635,4942614,6401669,306.01,305.54,296.66,309.14,169.08,1
118,2021-07-14 10:28,305.775,306.01,306.01,305.54,305.635,2907420,6401669,305.01,304.54,296.66,309.14,169.08,1
119,2021-07-14 10:29,304.775,305.01,305.01,304.54,304.635,1114511,6401669,306.01,305.54,296.66,309.14,169.08,1
120,2021-07-14 10:29,305.775,306.01,306.01,305.54,305.635,5814840,6401669,306.12,305.65,296.66,309.14,169.08,1
121,2021-07-14 10:30,303.88005,304.45,304.48,303.2801,303.57,9352201,6401669,304.48,303.2801,296.66,309.14,169.08,1
122,2021-07-14 10:30,303.88005,304.45,304.48,303.2801,303.57,4894157,6401669,305.48,304.2801,296.66,309.14,169.08,1
123,2021-07-14 10:31,304.88005,305.45,305.48,304.2801,304.57,5911754,6401669,304.48,303.2801,296.66,309.14,169.08,1
124,2021-07-14 10:31,303.88005,304.45,304.48,303.2801,303.57,6783980,6401669,304.48,303.2801,296.66,309.14,169.08,1
125,2021-07-14 10:32,303.88005,304.45,304.48,303.2801,303.57,3876560,6401669,304.48,303.2801,296.66,309.14,169.08,1
126,2021-07-14 10:32,303.88005,304.45,304.48,303.2801,303.57,4942614,6401669,305.48,304.2801,296.66,309.14,169.08,1
127,2021-07-14 10:33,304.88005,305.45,305.48,304.2801,304.57,4894157,6401669,304.48,303.2801,296.66,309.14,169.08,1
128,2021-07-14 10:33,303.88005,304.45,304.48,303.2801,303.57,3876560,6401669,305.48,304.2801,296.66,309.14,169.08,1
129,2021-07-14 10:34,304.88005,305.45,305.48,304.2801,304.57,2907420,6401669,305.48,304.2801,296.66,309.14,169.08,1
130,2021-07-14 10:34,304.88005,305.45,305.48,304.2801,304.57,969140,6401669,306.68,305.4801,296.66,309.14,169.08,1
131,2021-07-14 10:35,303.765,303.79,304,303.53,303.8188,4845700,6401669,305.12,304.65,296.66,309.14,169.08,1
132,2021-07-14 10:35,304.885,304.91,305.12,304.65,304.9388,4894157,6401669,306.12,305.65,296.66,309.14,169.08,1
133,2021-07-14 10:36,305.885,305.91,306.12,305.65,305.9388,9400658,6401669,305.12,304.65,296.66,309.14,169.08,1
134,2021-07-14 10:36,304.885,304.91,305.12,304.65,304.9388,5281813,6401669,305.12,304.65,296.66,309.14,169.08,1
135,2021-07-14 10:37,304.885,304.91,305.12,304.65,304.9388,5814840,6401669,305.12,304.65,296.66,309.14,169.08,1
136,2021-07-14 10:37,304.885,304.91,305.12,304.65,304.9388,4361130,6401669,306.12,305.65,296.66,309.14,169.08,1
137,2021-07-14 10:38,305.885,305.91,306.12,305.65,305.9388,9352201,6401669,305.12,304.65,296.66,309.14,169.08,1
138,2021-07-14 10:38,304.885,304.91,305.12,304.65,304.9388,4894157,6401669,306.12,305.65,296.66,309.14,169.08,1
139,2021-07-14 10:39,305.885,305.91,306.12,305.65,305.9388,4748786,6401669,306.12,305.65,296.66,309.14,169.08,1
140,2021-07-14 10:39,305.885,305.91,306.12,305.65,305.9388,4845700,6401669,306.89,306.42,296.66,309.14,169.08,1
141,2021-07-14 10:40,303.59,303.77,304.05,303.13,303.96,9352201,6401669,304.05,303.13,296.66,309.14,169.08,1
142,2021-07-14 10:40,303.59,303.77,304.05,303.13,303.96,9691400,6401669,305.05,304.13,296.66,309.14,169.08,1
143,2021-07-14 10:41,304.59,304.77,305.05,304.13,304.96,2665135,6401669,304.05,303.13,296.66,309.14,169.08,1
144,2021-07-14 10:41,303.59,303.77,304.05,303.13,303.96,5960211,6401669,304.05,303.13,296.66,309.14,169.08,1
145,2021-07-14 10:42,303.59,303.77,304.05,303.13,303.96,4942614,6401669,304.05,303.13,296.66,309.14,169.08,1
146,2021-07-14 10:42,303.59,303.77,304.05,303.13,303.96,2907420,6401669,305.05,304.13,296.66,309.14,169.08,1
147,2021-07-14 10:43,304.59,304.77,305.05,304.13,304.96,3876560,6401669,304.05,303.13,296.66,309.14,169.08,1
148,2021-07-14 10:43,303.59,303.77,304.05,303.13,303.96,4361130,6401669,305.05,304.13,296.66,309.14,169.08,1
149,2021-07-14 10:44,304.59,304.77,305.05,304.13,304.96,1453710,6401669,305.05,304.13,296.66,309.14,169.08,1
150,2021-07-14 10:44,304.59,304.77,305.05,304.13,304.96,2665135,6401669,305.82,304.9,296.66,309.14,169.08,1
151,2021-07-14 10:45,304.195,303.8891,304.6,303.79,304.3,4942614,6401669,305.59,304.78,296.66,309.14,169.08,1
152,2021-07-14 10:45,305.185,304.8791,305.59,304.78,305.29,2907420,6401669,306.59,305.78,296.66,309.14,169.08,1
153,2021-07-14 10:46,306.185,305.8791,306.59,305.78,306.29,1114511,6401669,305.59,304.78,296.66,309.14,169.08,1
154,2021-07-14 10:46,305.185,304.8791,305.59,304.78,305.29,5814840,6401669,305.59,304.78,296.66,309.14,169.08,1
155,2021-07-14 10:47,305.185,304.8791,305.59,304.78,305.29,9352201,6401669,305.59,304.78,296.66,309.14,169.08,1
156,2021-07-14 10:47,305.185,304.8791,305.59,304.78,305.29,4894157,6401669,306.59,305.78,296.66,309.14,169.08,1
157,2021-07-14 10:48,306.185,305.8791,306.59,305.78,306.29,5911754,6401669,305.59,304.78,296.66,309.14,169.08,1
158,2021-07-14 10:48,305.185,304.8791,305.59,304.78,305.29,6783980,6401669,306.59,305.78,296.66,309.14,169.08,1
159,2021-07-14 10:49,306.185,305.8791,306.59,305.78,306.29,3876560,6401669,306.59,305.78,296.66,309.14,169.08,1
160,2021-07-14 10:49,306.185,305.8791,306.59,305.78,306.29,4942614,6401669,307.36,306.55,296.66,309.14,169.08,1
161,2021-07-14 10:50,304.545,304.3198,304.81,304.28,304.43,4894157,6401669,304.81,304.28,296.66,309.14,169.08,1
162,2021-07-14 10:50,304.545,304.3198,304.81,304.28,304.43,3876560,6401669,305.81,305.28,296.66,309.14,169.08,1
163,2021-07-14 10:51,305.545,305.3198,305.81,305.28,305.43,2907420,6401669,304.81,304.28,296.66,309.14,169.08,1
164,2021-07-14 10:51,304.545,304.3198,304.81,304.28,304.43,969140,6401669,304.81,304.28,296.66,309.14,169.08,1
165,2021-07-14 10:52,304.545,304.3198,304.81,304.28,304.43,4845700,6401669,304.81,304.28,296.66,309.14,169.08,1
166,2021-07-14 10:52,304.545,304.3198,304.81,304.28,304.43,4894157,6401669,305.81,305.28,296.66,309.14,169.08,1
167,2021-07-14 10:53,305.545,305.3198,305.81,305.28,305.43,9400658,6401669,304.81,304.28,296.66,309.14,169.08,1
168,2021-07-14 10:53,304.545,304.3198,304.81,304.28,304.43,5281813,6401669,305.81,305.28,296.66,309.14,169.08,1
169,2021-07-14 10:54,305.545,305.3198,305.81,305.28,305.43,5814840,6401669,305.81,305.28,296.66,309.14,169.08,1
170,2021-07-14 10:54,305.545,305.3198,305.81,305.28,305.43,4361130,6401669,306.58,306.05,296.66,309.14,169.08,1
171,2021-07-14 10:55,304.55105,304.47,304.7621,304.34,304.62,9352201,6401669,304.7621,304.34,296.66,309.14,169.08,1
172,2021-07-14 10:55,304.55105,304.47,304.7621,304.34,304.62,4894157,6401669,305.7621,305.34,296.66,309.14,169.08,1
173,2021-07-14 10:56,305.55105,305.47,305.7621,305.34,305.62,4748786,6401669,304.7621,304.34,296.66,309.14,169.08,1
174,2021-07-14 10:56,304.55105,304.47,304.7621,304.34,304.62,4845700,6401669,304.7621,304.34,296.66,309.14,169.08,1
175,2021-07-14 10:57,304.55105,304.47,304.7621,304.34,304.62,9352201,6401669,304.7621,304.34,296.66,309.14,169.08,1
176,2021-07-14 10:57,304.55105,304.47,304.7621,304.34,304.62,9691400,6401669,305.7621,305.34,296.66,309.14,169.08,1
177,2021-07-14 10:58,305.55105,305.47,305.7621,305.34,305.62,2665135,6401669,304.7621,304.34,296.66,309.14,169.08,1
178,2021-07-14 10:58,304.55105,304.47,304.7621,304.34,304.62,5960211,6401669,305.7621,305.34,296.66,309.14,169.08,1
179,2021-07-14 10:59,305.55105,305.47,305.7621,305.34,305.62,4942614,6401669,305.7621,305.34,296.66,309.14,169.08,1
180,2021-07-14 10:59,305.55105,305.47,305.7621,305.34,305.62,2907420,6401669,306.5321,306.11,296.66,309.14,169.08,1
181,2021-07-14 11:00,304.385,304.73,304.73,304.04,304.15,3876560,6401669,304.73,304.04,296.66,309.14,169.08,1
182,2021-07-14 11:00,304.385,304.73,304.73,304.04,304.15,4361130,6401669,304.73,304.04,296.66,309.14,169.08,1
183,2021-07-14 11:01,304.385,304.73,304.73,304.04,304.15,1453710,6401669,304.73,304.04,296.66,309.14,169.08,1
184,2021-07-14 11:01,304.385,304.73,304.73,304.04,304.15,2665135,6401669,303.73,303.04,296.66,309.14,169.08,1
185,2021-07-14 11:02,303.385,303.73,303.73,303.04,303.15,4942614,6401669,304.73,304.04,296.66,309.14,169.08,1
186,2021-07-14 11:02,304.385,304.73,304.73,304.04,304.15,2907420,6401669,304.73,304.04,296.66,309.14,169.08,1
187,2021-07-14 11:03,304.385,304.73,304.73,304.04,304.15,1114511,6401669,305.73,305.04,296.66,309.14,169.08,1
188,2021-07-14 11:03,305.385,305.73,305.73,305.04,305.15,5814840,6401669,306.73,306.04,296.66,309.14,169.08,1
189,2021-07-14 11:04,306.385,306.73,306.73,306.04,306.15,9352201,6401669,306.73,306.04,296.66,309.14,169.08,1
190,2021-07-14 11:04,306.385,306.73,306.73,306.04,306.15,4894157,6401669,307.5,306.81,296.66,309.14,169.08,1
191,2021-07-14 11:05,303.2603,304.19,304.19,302.3306,303.27,5911754,6401669,304.19,302.3306,296.66,309.14,169.08,1
192,2021-07-14 11:05,303.2603,304.19,304.19,302.3306,303.27,6783980,6401669,304.19,302.3306,296.66,309.14,169.08,1
193,2021-07-14 11:06,303.2603,304.19,304.19,302.3306,303.27,3876560,6401669,304.19,302.3306,296.66,309.14,169.08,1
194,2021-07-14 11:06,303.2603,304.19,304.19,302.3306,303.27,4942614,6401669,303.19,301.3306,296.66,309.14,169.08,1
195,2021-07-14 11:07,302.2603,303.19,303.19,301.3306,302.27,4894157,6401669,304.19,302.3306,296.66,309.14,169.08,1
196,2021-07-14 11:07,303.2603,304.19,304.19,302.3306,303.27,3876560,6401669,304.19,302.3306,296.66,309.14,169.08,1
197,2021-07-14 11:08,303.2603,304.19,304.19,302.3306,303.27,2907420,6401669,305.19,303.3306,296.66,309.14,169.08,1
198,2021-07-14 11:08,304.2603,305.19,305.19,303.3306,304.27,969140,6401669,306.19,304.3306,296.66,309.14,169.08,1
199,2021-07-14 11:09,305.2603,306.19,306.19,304.3306,305.27,4845700,6401669,306.19,304.3306,296.66,309.14,169.08,1
200,2021-07-14 11:09,305.2603,306.19,306.19,304.3306,305.27,4894157,6401669,306.96,305.1006,296.66,309.14,169.08,1
201,2021-07-14 11:10,303.57,303.205,304.04,303.1,303.76,9400658,6401669,303.04,302.1,296.66,309.14,169.08,1
202,2021-07-14 11:10,302.57,302.205,303.04,302.1,302.76,5281813,6401669,303.04,302.1,296.66,309.14,169.08,1
203,2021-07-14 11:11,302.57,302.205,303.04,302.1,302.76,5814840,6401669,304.04,303.1,296.66,309.14,169.08,1
204,2021-07-14 11:11,303.57,303.205,304.04,303.1,303.76,4361130,6401669,303.04,302.1,296.66,309.14,169.08,1
205,2021-07-14 11:12,302.57,302.205,303.04,302.1,302.76,9352201,6401669,303.04,302.1,296.66,309.14,169.08,1
206,2021-07-14 11:12,302.57,302.205,303.04,302.1,302.76,4894157,6401669,303.04,302.1,296.66,309.14,169.08,1
207,2021-07-14 11:13,302.57,302.205,303.04,302.1,302.76,4748786,6401669,304.04,303.1,296.66,309.14,169.08,1
208,2021-07-14 11:13,303.57,303.205,304.04,303.1,303.76,4845700,6401669,303.04,302.1,296.66,309.14,169.08,1
209,2021-07-14 11:14,302.57,302.205,303.04,302.1,302.76,9352201,6401669,304.04,303.1,296.66,309.14,169.08,1
210,2021-07-14 11:14,303.57,303.205,304.04,303.1,303.76,9691400,6401669,304.81,303.87,296.66,309.14,169.08,1
211,2021-07-14 11:15,303.2603,304.19,304.19,302.3306,303.05,2665135,6401669,303.32,301.4606,296.66,309.14,169.08,1
212,2021-07-14 11:15,302.3903,303.32,303.32,301.4606,302.18,5960211,6401669,303.32,301.4606,296.66,309.14,169.08,1
213,2021-07-14 11:16,302.3903,303.32,303.32,301.4606,302.18,4942614,6401669,304.32,302.4606,296.66,309.14,169.08,1
214,2021-07-14 11:16,303.3903,304.32,304.32,302.4606,303.18,2907420,6401669,303.32,301.4606,296.66,309.14,169.08,1
215,2021-07-14 11:17,302.3903,303.32,303.32,301.4606,302.18,3876560,6401669,303.32,301.4606,296.66,309.14,169.08,1
216,2021-07-14 11:17,302.3903,303.32,303.32,301.4606,302.18,4361130,6401669,303.32,301.4606,296.66,309.14,169.08,1
217,2021-07-14 11:18,302.3903,303.32,303.32,301.4606,302.18,1453710,6401669,304.32,302.4606,296.66,309.14,169.08,1
